,9:30~10:00,10:00~10:30,10:30~11:00,11:00~11:30,11:30~12:00,12:00~12:30,12:30~13:00,13:00~13:30,13:30~14:00,14:00~14:30,14:30~15:00,15:00~15:30,15:30~16:00,department
64127,0,0,0,外務-フロア案内所-4F 中学,0,0,0,0,0,外務-入場受付-第4レーン,0,0,0,0
64128,0,食品-塩焼きそば-受け渡し係,0,0,食品-塩焼きそば-デリバリー,0,0,食品-塩焼きそば-具材投入,0,食品-塩焼きそば-パッキング,0,0,食品-塩焼きそば-鉄板,0
64129,0,食品-焼き鳥-受け渡し,会計-ピロティ1,0,会計-音楽喫茶,食品-焼き鳥-受け渡し,0,0,0,0,0,0,0,0
64130,0,0,0,0,0,0,外務-総合案内所,外務-フロア整理-4F 中学,0,0,0,0,0,0
64131,0,0,外務-フロア案内所-2F 職員室前,0,0,外務-食品システム-TVモニター,0,0,0,0,0,0,外務-総合案内所,0
64132,0,0,0,外務-入場受付-第3レーン,0,0,0,0,外務-公道整理-パーキング,0,0,0,0,0
64133,0,食品-塩焼きそば-鉄板,外務-フロア整理-4F 中学,食品-塩焼きそば-書き込み係,食品-塩焼きそば-箸、輪ゴム,食品-塩焼きそば-箸、輪ゴム,外務-食品システム-受渡列整理,0,0,0,0,0,0,0
64134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64135,0,0,0,0,0,0,食品-フランク-デリバリー,0,0,0,0,0,0,0
64136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64138,会計-宇宙食,食品-フランク-茹で,会計-クロッフル,会計-宇宙食,0,0,0,食品-フランク-盛り付け,0,0,0,会計-音楽喫茶,会計-綿あめ,0
64139,0,0,0,0,0,外務-食品システム-受渡列最後尾,0,0,外務-総合案内所,外務-食品システム-受渡列整理,0,0,0,0
64140,美化-掃除-BCF階段,美化-掃除･消毒-2〜4階,食品-たこ焼き-食品受け渡し係,美化-掃除･消毒-2〜4階,美化-立ち番-エレベーター前,0,美化-掃除･消毒-1階,食品-たこ焼き-デリバリー係,食品-たこ焼き-デリバリー係,美化-立ち番-高校棟階段前,0,0,美化-掃除･消毒-1階,0
64141,0,0,外務-公道整理-消防団前,0,外務-フロア整理-2F 中学,0,外務-食品案内（店舗列）-ドリンク,0,0,食品-クロッフル-シロップ,0,外務-公道整理-消防団前,食品-クロッフル-箱出し,0
64142,食品-焼き鳥-焼き,食品-焼き鳥-焼き,外務-入場受付-第2レーン,0,0,外務-食品システム-販売列整理,食品-焼き鳥-運び屋,外務-総合案内所,外務-入場受付-第4レーン,0,0,0,食品-焼き鳥-運び屋,0
64143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64144,0,0,0,0,0,0,0,0,食品-塩焼きそば-キャベツ,食品-塩焼きそば-箸、輪ゴム,0,食品-塩焼きそば-受け渡し係,0,0
64145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64146,0,0,0,0,0,0,外務-フロア案内所-2F 職員室前,外務-食品案内（店舗列）-クロッフル,外務-総合案内所,0,0,0,0,0
64147,0,外務-公道整理-栄光ゼミ前,0,0,0,外務-フロア案内所-3F 中学,0,0,0,0,0,0,0,0
64148,0,食品-たこ焼き-鉄板係,食品-たこ焼き-パッキング係,0,食品-たこ焼き-パッキング係,0,食品-たこ焼き-盛り付け係,0,0,0,0,0,0,0
64149,外務-校門前誘導,食品-焼き鳥-補充＆トレイ交換,0,0,0,0,食品-焼き鳥-補充＆トレイ交換,0,0,食品-焼き鳥-パック詰め,外務-フロア整理-3F 中学,0,外務-フロア案内所-4F 中学,0
64150,0,0,0,外務-フロア整理-4F 中学,外務-食品システム-TVモニター,0,0,0,0,0,0,0,0,0
64151,0,0,0,0,外務-フロア整理-2F 高校,0,0,0,0,0,0,外務-総合案内所,0,0
64152,0,0,外務-ピアノ見張り,会計-クロッフル,0,会計-ピロティ1,0,0,0,0,会計-ピロティ3,0,0,0
64153,0,0,0,0,外務-総合案内所,0,0,0,0,0,0,0,0,0
64154,0,0,0,0,0,0,0,0,0,食品-綿飴-作成,0,0,0,0
64155,0,会計-ピロティ6,0,0,0,会計-ドリンク,会計-執事喫茶,0,0,0,0,0,0,0
64156,0,外務-総合案内所,0,外務-食品システム-受渡列整理,0,0,0,0,0,外務-フロア整理-3F 中学,0,0,0,0
64157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64158,外務-総合案内所,0,0,外務-公道整理-栄光ゼミ前,0,0,0,0,0,外務-公道整理-パーキング,0,外務-総合案内所,外務-フロア整理-2F 中学,0
64159,食品-焼き鳥-受け渡し,0,0,0,0,0,0,食品-焼き鳥-パック詰め,0,0,0,0,0,0
64160,外務-フロア整理-3F 中学,食品-クレープ-生地作り,食品-クロッフル-焼き,食品-クロッフル-受け渡し,外務-食品案内（店舗列）-ドリンク,外務-フロア案内所-2F 中学,放送-アナウンサー,外務-食品システム-販売列整理,0,食品-クロッフル-箱出し,外務-公道整理-消防団前,食品-クレープ-生地作り,0,0
64161,0,0,0,0,0,0,0,0,0,0,外務-フロア案内所-4F 中学,0,0,0
64162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64164,0,0,0,0,0,会計-ピロティ2,食品-ドリンク-取り出し + 冷やし,食品-ドリンク-受け渡し,食品-ドリンク-取り出し + 冷やし,食品-ドリンク-注文,食品-ドリンク-注文,食品-ドリンク-受け渡し,会計-ピロティ3,0
64165,0,外務-入場受付-第2レーン,0,0,0,0,0,0,0,0,0,外務-フロア整理-2F 高校,0,0
64166,外務-校門前誘導,0,0,0,0,0,0,0,0,0,0,0,0,0
64167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64170,0,0,0,0,0,0,外務-食品システム-販売列先頭,食品-焼き鳥-補充＆トレイ交換,0,0,食品-焼き鳥-補充＆トレイ交換,0,0,0
64171,0,外務-フロア案内所-4F 中学,食品-ドリンク-取り出し + 冷やし,食品-ドリンク-受け渡し,0,0,0,0,食品-ドリンク-注文,外務-フロア案内所-2F 職員室前,0,食品-ドリンク-整列 + 最後尾,0,0
64172,0,0,0,外務-総合案内所,0,0,0,外務-公道整理-栄光ゼミ前,0,0,0,0,外務-フロア案内所-2F 中学,0
64173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64174,0,0,食品-ドリンク-注文,食品-ドリンク-受け渡し,食品-ドリンク-注文,0,食品-ドリンク-注文,外務-フロア案内所-3F 高校,食品-ドリンク-拭き,外務-フロア整理-3F 高校,0,0,食品-ドリンク-取り出し + 冷やし,0
64175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64178,美化-掃除･消毒-2〜4階,美化-掃除･消毒-1階,0,0,美化-掃除･消毒-2〜4階,美化-掃除･消毒-2〜4階,0,0,0,0,0,0,0,0
64179,美化-立ち番-出口,美化-掃除･消毒-1階,0,0,美化-立ち番-食券機前,美化-立ち番-高校棟階段前,0,0,0,美化-ゴミ袋回収-2~4階,美化-立ち番-高校棟階段前,美化-掃除･消毒-1階,0,0
64180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64181,0,会計-ピロティ1,会計-駅弁,0,0,0,会計-ピロティ2,0,会計-ピロティ6,0,0,0,会計-ピロティ2,0
64182,0,食品-ドリンク-取り出し + 冷やし,0,0,0,0,0,0,0,0,0,0,0,0
64183,0,0,0,0,0,0,0,外務-フロア案内所-2F 高校,0,0,0,0,0,0
64184,0,0,0,0,0,0,放送-パーソナリティー,0,0,0,0,0,0,0
64185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64186,0,0,0,0,0,0,0,外務-フロア案内所-4F 中学,0,0,0,0,0,0
64187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64188,0,外務-食品案内（店舗列）-綿飴,0,0,外務-公道整理-消防団前,0,0,0,0,0,0,0,0,0
64189,0,0,0,外務-食品システム-受渡列最後尾,食品-焼き鳥-焼き,食品-焼き鳥-味付け,0,0,外務-フロア案内所-2F 高校,外務-総合案内所,0,0,0,0
64190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64191,食品-ドリンク-拭き,外務-フロア整理-4F 中学,外務-総合案内所,食品-ドリンク-注文,0,食品-ドリンク-注文,食品-ドリンク-受け渡し,食品-ドリンク-取り出し + 冷やし,0,外務-フロア整理-2F 中学,食品-ドリンク-注文,食品-ドリンク-取り出し + 冷やし,0,0
64192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64193,食品-綿飴-受け渡し,0,0,0,0,0,0,食品-綿飴-作成,0,0,食品-綿飴-作成補助,0,食品-綿飴-作成補助,0
64194,0,0,0,0,0,食品-ドリンク-拭き,0,0,0,0,0,0,0,0
64195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64196,0,0,0,0,0,0,0,0,0,0,0,外務-フロア整理-4F 中学,0,0
64197,0,外務-フロア整理-3F 中学,0,外務-フロア整理-4F 高校,美化-掃除-BCF階段,外務-食品システム-受渡列整理,美化-掃除-BCF階段,美化-掃除-ADE階段,外務-食品案内（店舗列）-ドリンク,0,美化-立ち番-食券機前,展示-大賞呼びかけ,美化-掃除･消毒-2〜4階,0
64198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64199,放送-アナウンサー,0,0,外務-フロア整理-3F 中学,0,0,0,食品-焼き鳥-味付け,食品-焼き鳥-焼き,食品-焼き鳥-味付け,外務-公道整理-クリーニング,0,食品-クロッフル-シロップ,0
64200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64202,0,0,0,0,食品-クロッフル-受け渡し,外務-食品システム-TVモニター,0,外務-フロア案内所-2F 職員室前,0,0,0,0,0,0
64203,会計-駅弁,0,0,外務-入場受付-第1レーン,0,0,0,0,外務-フロア案内所-3F 中学,会計-執事喫茶,会計-ピロティ4,0,0,0
64204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64205,0,0,0,0,0,0,0,外務-入場受付-第1レーン,外務-フロア整理-3F 中学,0,0,0,外務-フロア整理-4F 高校,0
64206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64207,0,0,外務-フロア整理-2F 高校,食品-たこ焼き-鉄板サポート係,0,0,食品-たこ焼き-食品受け渡し係,食品-たこ焼き-鉄板係,0,0,0,0,食品-たこ焼き-盛り付け係,0
64208,0,0,外務-フロア案内所-3F 中学,0,0,外務-公道整理-クリーニング,0,0,外務-食品システム-販売列先頭,0,0,0,外務-フロア案内所-3F 高校,0
64209,0,0,0,0,外務-食品システム-販売列先頭,食品-たこ焼き-食品受け渡し係,外務-食品案内（店舗列）-綿飴,食品-たこ焼き-食品受け渡し係,0,0,0,0,食品-たこ焼き-パッキング係,0
64210,0,0,0,0,0,0,0,0,外務-フロア整理-2F 高校,0,0,0,0,0
64211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64212,食品-焼き鳥-焼き,食品-焼き鳥-iPad,0,0,0,食品-焼き鳥-焼き,食品-焼き鳥-補充＆トレイ交換,0,0,0,食品-焼き鳥-焼き,0,0,0
64213,0,0,0,0,0,会計-クロッフル,0,0,0,会計-ピロティ2,0,0,0,0
64214,0,放送-パーソナリティー,0,0,0,0,0,0,0,0,0,0,0,0
64215,放送-放送受付,外務-ピアノ見張り,外務-フロア案内所-2F 中学,外務-食品システム-TVモニター,0,0,0,0,0,0,0,0,0,0
64216,外務-フロア案内所-3F 中学,0,0,0,0,0,0,0,0,0,0,0,0,0
64217,会計-音楽喫茶,会計-宇宙食,0,0,0,0,会計-綿あめ,0,0,0,0,会計-クロッフル,0,0
64218,0,0,0,0,0,0,0,外務-食品システム-TVモニター,外務-公道整理-消防団前,0,0,外務-総合案内所,0,0
64219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64220,食品-ドリンク-整列 + 最後尾,食品-ドリンク-注文,0,食品-ドリンク-取り出し + 冷やし,食品-ドリンク-整列 + 最後尾,0,食品-ドリンク-整列 + 最後尾,食品-ドリンク-注文,食品-ドリンク-注文,0,食品-ドリンク-整列 + 最後尾,0,食品-ドリンク-注文,0
64221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64223,0,0,会計-ピロティ5,0,会計-ピロティ2,0,会計-ピロティ3,会計-ドリンク,会計-宇宙食,0,会計-ピロティ3,0,0,0
64225,食品-ドリンク-取り出し + 冷やし,食品-ドリンク-拭き,0,0,会計-ピロティ6,食品-ドリンク-取り出し + 冷やし,会計-ピロティ1,会計-綿あめ,0,食品-ドリンク-受け渡し,会計-駅弁,0,0,0
64226,0,0,0,外務-フロア整理-2F 高校,食品-塩焼きそば-受け渡し係,食品-塩焼きそば-キャベツ,食品-塩焼きそば-キャベツ,0,0,食品-塩焼きそば-キャベツ,0,食品-塩焼きそば-トッピング,0,0
64227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64229,0,0,0,0,0,0,0,0,0,0,外務-フロア整理-4F 中学,0,0,0
64230,0,会計-綿あめ,0,0,0,0,0,0,0,0,0,0,0,0
64231,会計-ピロティ6,0,会計-ピロティ5,0,0,0,0,0,0,0,0,0,0,0
64232,0,0,会計-ドリンク,会計-ピロティ1,0,0,0,0,会計-執事喫茶,0,0,0,0,0
64233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64236,0,0,会計-ピロティ2,0,会計-駅弁,0,0,会計-ピロティ1,0,0,0,0,0,0
64237,0,0,0,0,0,外務-食品システム-販売列先頭,0,0,0,外務-食品案内（店舗列）-クロッフル,0,0,0,0
64238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65001,会計-クロッフル,0,0,0,0,0,0,0,0,0,0,会計-ピロティ6,0,0
65002,食品-たこ焼き-鉄板係,食品-クロッフル-シロップ,0,食品-たこ焼き-盛り付け係,食品-たこ焼き-デリバリー係,食品-たこ焼き-パッキング係,0,食品-たこ焼き-盛り付け係,食品-クロッフル-シロップ,食品-たこ焼き-IPAD張り付き係,0,食品-クロッフル-受け渡し,食品-たこ焼き-鉄板サポート係,0
65003,0,会計-執事喫茶,0,会計-綿あめ,0,会計-ピロティ6,会計-ドリンク,0,会計-ピロティ3,0,0,0,0,0
65004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65007,0,0,0,0,0,0,0,展示-大賞ペン,0,0,0,0,0,0
65008,0,0,会計-執事喫茶,0,0,0,0,0,0,0,0,会計-宇宙食,会計-駅弁,0
65009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65010,会計-ピロティ2,会計-ピロティ1,美化-立ち番-中庭,会計-ピロティ5,美化-立ち番-高校棟階段前,0,食品-塩焼きそば-具材投入,食品-塩焼きそば-箸、輪ゴム,放送-パーソナリティー,食品-塩焼きそば-受け渡し係,会計-ピロティ6,会計-ピロティ5,食品-塩焼きそば-受け渡し係,0
65011,会計-執事喫茶,会計-ドリンク,0,会計-綿あめ,外務-食品システム-販売列整理,食品-ドリンク-注文,会計-ピロティ1,食品-ドリンク-注文,外務-食品システム-受渡列整理,外務-総合案内所,食品-ドリンク-受け渡し,食品-ドリンク-取り出し + 冷やし,0,0
65012,0,0,食品-塩焼きそば-キャベツ,0,0,0,食品-塩焼きそば-デリバリー,0,0,0,0,0,0,0
65013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65014,食品-塩焼きそば-デリバリー,0,食品-塩焼きそば-受け渡し係,0,0,0,0,0,0,0,食品-塩焼きそば-キャベツ,食品-塩焼きそば-パッキング,0,0
65015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65016,0,食品-たこ焼き-盛り付け係,食品-たこ焼き-鉄板係,食品-たこ焼き-IPAD張り付き係,会計-執事喫茶,会計-ピロティ2,0,会計-ピロティ3,会計-ピロティ6,食品-たこ焼き-食品受け渡し係,会計-音楽喫茶,食品-たこ焼き-鉄板係,食品-たこ焼き-デリバリー係,0
65017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65018,食品-クレープ-生地焼き,0,0,0,0,0,0,0,0,0,0,0,0,0
65019,美化-掃除-BCF階段,美化-立ち番-出口,食品-たこ焼き-デリバリー係,美化-掃除-BCF階段,食品-たこ焼き-デリバリー係,食品-たこ焼き-鉄板係,食品-クレープ-トッピング,食品-たこ焼き-鉄板サポート係,美化-立ち番-中庭,食品-たこ焼き-デリバリー係,食品-たこ焼き-デリバリー係,美化-立ち番-中庭,食品-たこ焼き-盛り付け係,0
65020,0,0,0,0,0,0,会計-綿あめ,会計-ピロティ4,会計-綿あめ,0,0,食品-綿飴-受け渡し,0,0
65021,0,食品-たこ焼き-IPAD張り付き係,食品-たこ焼き-パッキング係,食品-たこ焼き-盛り付け係,0,0,食品-クロッフル-箱出し,0,0,外務-公道整理-消防団前,外務-フロア整理-3F 高校,0,0,0
65022,0,外務-食品システム-販売列整理,食品-たこ焼き-デリバリー係,食品-たこ焼き-食品受け渡し係,食品-たこ焼き-鉄板サポート係,食品-たこ焼き-食品受け渡し係,外務-食品システム-受渡列最後尾,0,食品-たこ焼き-鉄板係,食品-たこ焼き-鉄板係,外務-ピアノ見張り,食品-たこ焼き-パッキング係,食品-たこ焼き-食品受け渡し係,0
65023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65026,食品-クレープ-受け渡し,食品-クロッフル-受け渡し,0,0,食品-クレープ-トッピング,食品-クロッフル-焼き,食品-クレープ-IPAD,0,食品-クロッフル-シロップ,食品-クレープ-運び屋,食品-クロッフル-輪ゴム,食品-クロッフル-受け渡し,食品-クロッフル-受け渡し,0
65027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65028,0,外務-総合案内所,0,展示-大賞ペン,0,0,0,0,展示-大賞消毒,外務-食品システム-受渡列整理,展示-大賞スタンプラリー,0,展示-大賞呼びかけ,0
65029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65033,0,0,0,0,0,0,0,0,0,0,0,会計-ドリンク,0,0
65034,会計-ドリンク,0,0,0,0,0,0,0,0,0,0,会計-宇宙食,0,0
65035,0,0,0,0,0,0,0,0,展示-大賞呼びかけ,0,0,0,展示-大賞スタンプラリー,0
65036,0,0,0,0,0,0,食品-焼き鳥-iPad,0,0,0,展示-大賞消毒,0,食品-焼き鳥-焼き,0
65037,0,展示-大賞スタンプラリー,0,0,0,0,0,0,0,0,0,0,展示-大賞消毒,0
65038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65039,0,0,0,0,0,外務-フロア整理-4F 高校,0,外務-食品案内（店舗列）-綿飴,0,0,0,0,0,0
65040,食品-クレープ-生地焼き,0,食品-クレープ-生地作り,食品-クレープ-受け渡し,0,0,0,食品-クレープ-生地焼き,食品-クレープ-トッピング,食品-クレープ-トッピング,食品-クレープ-生地焼き,食品-クレープ-トッピング,0,0
65041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65043,0,美化-掃除･消毒-2〜4階,0,美化-立ち番-中庭,0,0,0,美化-立ち番-エレベーター前,美化-ゴミ袋回収-2~4階,美化-掃除-BCF階段,0,0,美化-立ち番-エレベーター前,0
65044,展示-大賞ペン,0,0,0,展示-大賞消毒,0,0,0,0,0,展示-大賞呼びかけ,0,0,0
65045,外務-入場受付-第5レーン,0,0,0,0,0,0,0,外務-フロア案内所-3F 高校,0,0,0,0,0
65046,0,食品-クレープ-トッピング,0,0,0,0,0,食品-クレープ-運び屋,食品-クレープ-生地作り,食品-クレープ-運び屋,0,食品-クレープ-トッピング,0,0
65047,0,0,会計-ピロティ4,会計-ピロティ6,会計-クロッフル,0,0,放送-放送受付,0,会計-駅弁,0,0,0,0
65048,0,食品-フランク-焼き,0,会計-ピロティ4,会計-ドリンク,会計-ドリンク,0,0,0,会計-綿あめ,0,0,会計-ピロティ5,0
65049,0,0,食品-クロッフル-受け渡し,放送-アナウンサー,0,0,0,0,0,0,0,0,食品-クロッフル-輪ゴム,0
65050,0,0,0,0,食品-綿飴-作成補助,0,0,食品-綿飴-作成補助,0,0,0,0,0,0
65051,0,0,0,0,外務-フロア整理-4F 中学,0,0,会計-ピロティ6,0,会計-ピロティ4,外務-フロア案内所-2F 職員室前,会計-ピロティ2,0,0
65052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65054,食品-綿飴-作成補助,食品-たこ焼き-鉄板係,0,0,0,0,食品-たこ焼き-パッキング係,食品-たこ焼き-デリバリー係,0,食品-たこ焼き-盛り付け係,食品-たこ焼き-食品受け渡し係,食品-綿飴-作成,0,0
65055,0,食品-綿飴-作成,食品-焼き鳥-受け渡し,外務-フロア案内所-4F 高校,0,0,食品-焼き鳥-焼き,外務-フロア整理-3F 中学,食品-綿飴-作成,食品-焼き鳥-焼き,食品-焼き鳥-味付け,食品-焼き鳥-受け渡し,食品-焼き鳥-焼き,0
65056,0,0,0,0,外務-公道整理-クリーニング,会計-執事喫茶,0,0,0,0,0,0,会計-執事喫茶,0
65057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65058,会計-ピロティ5,0,放送-パーソナリティー,0,0,会計-綿あめ,会計-駅弁,0,0,会計-ピロティ2,放送-アナウンサー,0,会計-ピロティ5,0
65059,食品-クロッフル-焼き,食品-クロッフル-シロップ,0,0,0,0,0,0,0,0,0,食品-クロッフル-箱出し,0,0
